model_id,threshold,mean_f1,micro_f1,mean_precision,mean_recall,mean_false_contact_rate,mean_long_range_contact_recall,mean_short_range_contact_recall,per_row_f1_std,predicted_contact_count,native_contact_count,true_positive_contacts
pair_plus_cluster_plus_entropy_score,0.46,0.126139,0.140814,0.432188,0.075515,0.567812,0.00721,0.110944,0.072561,648,2988,256
pair_plus_cluster_plus_entropy_score,0.47,0.110302,0.123974,0.436976,0.064198,0.563024,0.005379,0.094903,0.061525,545,2988,219
pair_plus_cluster_plus_entropy_score,0.48,0.102194,0.114484,0.456591,0.058421,0.543409,0.003943,0.086794,0.059361,471,2988,198
pair_plus_cluster_plus_entropy_score,0.49,0.089721,0.102095,0.456943,0.050464,0.543056,0.003549,0.075743,0.053167,401,2988,173
pair_plus_cluster_plus_entropy_score,0.5,0.084101,0.096177,0.463748,0.046798,0.536252,0.00276,0.071255,0.050767,360,2988,161
pair_plus_cluster_plus_entropy_score,0.51,0.078355,0.089942,0.482315,0.042988,0.517685,0.002366,0.065224,0.048576,303,2988,148
pair_plus_cluster_plus_entropy_score,0.52,0.075118,0.085863,0.499299,0.040896,0.500701,0.001577,0.063147,0.04622,273,2988,140
pair_plus_cluster_plus_entropy_score,0.53,0.070959,0.081633,0.502529,0.038383,0.497471,0.001577,0.058688,0.04593,246,2988,132
pair_plus_cluster_plus_entropy_score,0.54,0.064551,0.075554,0.50023,0.034656,0.49977,0.000789,0.05244,0.044907,215,2988,121
pair_plus_cluster_plus_entropy_score,0.55,0.061299,0.071114,0.517392,0.032673,0.482608,0.000789,0.049266,0.041442,190,2988,113
pair_plus_cluster_plus_entropy_score,0.56,0.059372,0.068376,0.544711,0.031496,0.455289,0.000394,0.047708,0.039909,171,2988,108
pair_plus_cluster_plus_entropy_score,0.57,0.053708,0.060606,0.564558,0.028289,0.435442,0.000394,0.042625,0.035875,147,2988,95
pair_plus_cluster_plus_entropy_score,0.58,0.053081,0.05952,0.581421,0.027893,0.418579,0.000394,0.041891,0.035929,137,2988,93
pair_plus_cluster_plus_entropy_score,0.59,0.047022,0.051563,0.590997,0.024548,0.409003,0.0,0.037108,0.031549,115,2988,80
pair_plus_cluster_plus_entropy_score,0.6,0.042769,0.046557,0.587226,0.022236,0.412774,0.0,0.033832,0.027369,105,2988,72
pair_plus_cluster_plus_entropy_score,0.61,0.038228,0.040936,0.610552,0.019793,0.389448,0.0,0.030275,0.024067,90,2988,63
pair_plus_cluster_plus_entropy_score,0.62,0.035623,0.038449,0.592105,0.018399,0.282895,0.0,0.02748,0.02562,81,2988,59
pair_plus_cluster_plus_entropy_score,0.63,0.030298,0.031414,0.571518,0.015587,0.303482,0.0,0.023131,0.022345,68,2988,48
pair_plus_cluster_plus_entropy_score,0.64,0.026806,0.026921,0.583333,0.013754,0.291667,0.0,0.020399,0.021191,58,2988,41
pair_plus_cluster_plus_entropy_score,0.65,0.02359,0.022383,0.545454,0.012102,0.329545,0.0,0.017811,0.021993,50,2988,34
pair_plus_cluster_plus_entropy_score,0.66,0.021257,0.019802,0.514286,0.010864,0.235714,0.0,0.016132,0.020028,42,2988,30
pair_plus_cluster_plus_entropy_score,0.67,0.018208,0.016529,0.508333,0.009289,0.241667,0.0,0.014054,0.01824,37,2988,25
pair_plus_cluster_plus_entropy_score,0.68,0.016363,0.013917,0.516667,0.008335,0.233333,0.0,0.012473,0.017622,30,2988,21
pair_plus_cluster_plus_entropy_score,0.69,0.010453,0.008644,0.510417,0.005286,0.239583,0.0,0.007879,0.010524,20,2988,13
pair_plus_cluster_plus_entropy_score,0.7,0.005483,0.005992,0.375,0.002762,0.25,0.0,0.00378,0.006471,16,2988,9
pair_plus_cluster_plus_entropy_score,0.71,0.002779,0.002671,0.25,0.001397,0.25,0.0,0.001788,0.004842,7,2988,4
pair_plus_cluster_plus_entropy_score,0.72,0.001394,0.001337,0.25,0.000699,0.25,0.0,0.000894,0.002428,4,2988,2
pair_plus_cluster_plus_entropy_score,0.73,0.001394,0.001337,0.25,0.000699,0.125,0.0,0.000894,0.002428,3,2988,2
pair_plus_cluster_plus_entropy_score,0.74,0.001394,0.001337,0.25,0.000699,0.125,0.0,0.000894,0.002428,3,2988,2
pair_plus_cluster_plus_entropy_score,0.75,0.000631,0.000669,0.125,0.000316,0.125,0.0,0.000429,0.00167,2,2988,1
pair_plus_cluster_plus_entropy_score,0.76,0.000631,0.000669,0.125,0.000316,0.0,0.0,0.000429,0.00167,1,2988,1
pair_plus_cluster_plus_entropy_score,0.77,0.000631,0.000669,0.125,0.000316,0.0,0.0,0.000429,0.00167,1,2988,1
pair_plus_cluster_plus_entropy_score,0.78,0.000631,0.000669,0.125,0.000316,0.0,0.0,0.000429,0.00167,1,2988,1
pair_plus_cluster_plus_entropy_score,0.79,0.000631,0.000669,0.125,0.000316,0.0,0.0,0.000429,0.00167,1,2988,1
pair_plus_cluster_plus_entropy_score,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
pair_plus_cluster_plus_entropy_score,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2988,0
